,Year,Month,Day,Country,Province,Region,city,latitude,longitude,AttackType,Killed,Wounded,Target,Group,Target_type,Weapon_type,Casualties,date
1482,2013,11,6,Pakistan,Balochistan,South Asia,Pir Koh,29.143866,69.099785,Bombing/Explosion,0,4,Civilians,Undefined,Private Citizens & Property,Explosives,4,2013-11-06
1483,2013,11,6,Pakistan,Punjab,South Asia,Gujrat,32.530279,73.973086,Armed Assault,1,1,"Soldiers: Mohammad Ramzan, Mohammad Zahid Naseer",Undefined,Military,Firearms,2,2013-11-06
1484,2013,11,8,Pakistan,Balochistan,South Asia,Mand,26.115631,62.037643,Armed Assault,4,2,Convoy,Undefined,Military,Firearms,6,2013-11-08
1485,2013,11,10,Pakistan,Sindh,South Asia,Khairpur,27.529737,68.756706,Armed Assault,1,2,The Pir of Choundko: Syed Misri Shah Jilani,Undefined,Religious Figures/Institutions,Firearms,3,2013-11-10
1486,2013,11,11,Pakistan,Balochistan,South Asia,Pasni,25.26786,63.460991,Bombing/Explosion,0,9,Office of Assistant Commissioner,Baloch Liberation Front (BLF),Government (General),Explosives,9,2013-11-11
1487,2013,11,14,Pakistan,Khyber Pakhtunkhwa,South Asia,Tank district,32.341693,70.526493,Hostage Taking (Kidnapping),0,0,Leader: Haji Sher Bahadar,Undefined,Private Citizens & Property,Firearms,0,2013-11-14
1488,2013,11,14,Pakistan,Balochistan,South Asia,Awaran district,26.098269,65.475736,Bombing/Explosion,0,3,Donkey Cart,Undefined,Private Citizens & Property,Explosives,3,2013-11-14
1489,2013,11,15,Pakistan,Punjab,South Asia,Rawalpindi,33.594013,73.069077,Armed Assault,8,31,Shiite Procession,Tehrik-i-Taliban Pakistan (TTP),Private Citizens & Property,Firearms,39,2013-11-15
1490,2013,11,16,Pakistan,Khyber Pakhtunkhwa,South Asia,Bannu,32.987347,70.602524,Bombing/Explosion,1,7,Security Personnel,Tehrik-i-Taliban Pakistan (TTP),Police,Explosives,8,2013-11-16
1491,2013,11,17,Pakistan,Balochistan,South Asia,Kharan district,28.583162,65.415914,Hostage Taking (Kidnapping),0,0,Checkpost,Undefined,Police,Firearms,0,2013-11-17
1492,2013,11,17,Pakistan,Balochistan,South Asia,Gwadar district,25.407734,64.249626,Hostage Taking (Kidnapping),0,0,Employees,Undefined,Government (General),Firearms,0,2013-11-17
1493,2013,11,19,Pakistan,Federally Administered Tribal Areas,South Asia,Mir Ali,32.975433,70.273735,Bombing/Explosion,8,0,Members,Undefined,Terrorists/Non-State Militia,Explosives,8,2013-11-19
1494,2013,11,21,Pakistan,Balochistan,South Asia,Quetta,30.200819,66.994354,Bombing/Explosion,3,22,Checkpost,United Baloch Army (UBA),Military,Explosives,25,2013-11-21
1495,2013,11,21,Pakistan,Balochistan,South Asia,Dera Bugti district,29.125773,69.315062,Bombing/Explosion,0,4,Civilians,Undefined,Private Citizens & Property,Explosives,4,2013-11-21
1496,2013,11,21,Pakistan,Federally Administered Tribal Areas,South Asia,Torkham,34.120224,71.101242,Bombing/Explosion,1,26,Personnel,Undefined,Government (General),Explosives,27,2013-11-21
1497,2013,11,24,Pakistan,Federally Administered Tribal Areas,South Asia,Parachinar,33.897995,70.107536,Bombing/Explosion,2,3,Civilians,Undefined,Private Citizens & Property,Explosives,5,2013-11-24
1498,2013,11,24,Pakistan,Federally Administered Tribal Areas,South Asia,Parachinar,33.897995,70.107536,Bombing/Explosion,1,0,Civilian,Undefined,Private Citizens & Property,Explosives,1,2013-11-24
1499,2013,11,25,Pakistan,Balochistan,South Asia,Tump,26.102882,62.368946,Bombing/Explosion,1,6,House,Undefined,Private Citizens & Property,Explosives,7,2013-11-25
1500,2013,12,2,Pakistan,Balochistan,South Asia,Lehri,29.181923,68.211555,Armed Assault,0,0,Checkpost,Undefined,Military,Firearms,0,2013-12-02
1501,2013,12,4,Pakistan,Khyber Pakhtunkhwa,South Asia,Jamrud,34.002579,71.382477,Bombing/Explosion,0,4,Convoy,Undefined,Military,Explosives,4,2013-12-04
1502,2013,12,5,Pakistan,Balochistan,South Asia,Chaman,30.92211,66.45153,Bombing/Explosion,1,17,Civilians,Undefined,Private Citizens & Property,Explosives,18,2013-12-05
1503,2013,12,6,Pakistan,Khyber Pakhtunkhwa,South Asia,Sardheri,34.168388,71.841957,Bombing/Explosion,0,2,Patrol,Undefined,Police,Explosives,2,2013-12-06
1504,2013,12,10,Pakistan,Balochistan,South Asia,Dera Murad Jamali,28.54439,68.218002,Bombing/Explosion,0,4,Officers,Undefined,Police,Explosives,4,2013-12-10
1505,2013,12,15,Pakistan,Balochistan,South Asia,Barkhan,29.897657,69.525898,Armed Assault,0,3,Coal Trucks,Undefined,Business,Firearms,3,2013-12-15
1506,2013,12,17,Pakistan,Federally Administered Tribal Areas,South Asia,Razmak,32.694271,69.837303,Bombing/Explosion,0,16,Convoy,Undefined,Military,Explosives,16,2013-12-17
1507,2013,12,18,Pakistan,Federally Administered Tribal Areas,South Asia,Mir Ali,32.975433,70.273735,Bombing/Explosion,6,34,Khajori Checkpoint,Tehrik-i-Taliban Pakistan (TTP),Military,Explosives,40,2013-12-18
1508,2013,12,18,Pakistan,Federally Administered Tribal Areas,South Asia,Mir Ali,32.975433,70.273735,Armed Assault,23,3,Convoy,Undefined,Military,Firearms,26,2013-12-18
1509,2013,12,25,Pakistan,Balochistan,South Asia,Shahrag,30.195354,67.713219,Hostage Taking (Kidnapping),0,0,Coal Miners,Undefined,Business,Firearms,0,2013-12-25
1510,2014,1,1,Pakistan,Balochistan,South Asia,Quetta,30.200819,66.994354,Bombing/Explosion,3,31,Shia Pilgrims,Jaish-e-Islam,Private Citizens & Property,Explosives,34,2014-01-01
1511,2014,1,1,Pakistan,Balochistan,South Asia,Dera Bugti,29.034412,69.158661,Armed Assault,7,1,Village Elder: Duda Khan Bugti,Undefined,Private Citizens & Property,Firearms,8,2014-01-01
1512,2014,1,6,Pakistan,Balochistan,South Asia,Nuttal,28.750093,68.076046,Bombing/Explosion,0,0,Electricity Towers,Undefined,Utilities,Explosives,0,2014-01-06
1513,2014,1,7,Pakistan,Federally Administered Tribal Areas,South Asia,Sadda,33.703938,70.328651,Bombing/Explosion,0,5,Market,Undefined,Private Citizens & Property,Explosives,5,2014-01-07
1514,2014,1,8,Pakistan,Federally Administered Tribal Areas,South Asia,South Waziristan district,32.320237,69.859741,Armed Assault,13,5,Green Ridge Checkpost,Tehrik-i-Taliban Pakistan (TTP),Military,Firearms,18,2014-01-08
1515,2014,1,10,Pakistan,Khyber Pakhtunkhwa,South Asia,Sarband,33.93573,71.487518,Armed Assault,1,1,Checkpoint,Undefined,Police,Firearms,2,2014-01-10
1516,2014,1,14,Pakistan,Khyber Pakhtunkhwa,South Asia,Kulachi,31.932722,70.460876,Bombing/Explosion,0,8,Van,Tehrik-i-Taliban Pakistan (TTP),Police,Explosives,8,2014-01-14
1517,2014,1,16,Pakistan,Khyber Pakhtunkhwa,South Asia,Peshawar,34.006004,71.53743,Bombing/Explosion,8,61,Islamic Preaching Center,Undefined,Religious Figures/Institutions,Explosives,69,2014-01-16
1518,2014,1,18,Pakistan,Punjab,South Asia,Sargodha,32.083738,72.671074,Armed Assault,3,3,Members,Undefined,Religious Figures/Institutions,Firearms,6,2014-01-18
1519,2014,1,19,Pakistan,Khyber Pakhtunkhwa,South Asia,Bannu,32.987347,70.602524,Bombing/Explosion,25,27,Compound,Tehrik-i-Taliban Pakistan (TTP),Military,Explosives,52,2014-01-19
1520,2014,1,20,Pakistan,Punjab,South Asia,Rawalpindi,33.594013,73.069077,Bombing/Explosion,14,24,Soldiers,Tehrik-i-Taliban Pakistan (TTP),Military,Explosives,38,2014-01-20
1521,2014,1,21,Pakistan,Balochistan,South Asia,Mastung district,29.408737,67.189449,Bombing/Explosion,30,31,Shia Pilgrims,Lashkar-e-Jhangvi,Private Citizens & Property,Explosives,61,2014-01-21
1522,2014,1,21,Pakistan,Khyber Pakhtunkhwa,South Asia,Hangu district,33.443839,70.907124,Armed Assault,1,0,Checkpost,Tehrik-i-Taliban Pakistan (TTP),Police,Firearms,1,2014-01-21
1523,2014,1,22,Pakistan,Balochistan,South Asia,Mastung district,29.408737,67.189449,Armed Assault,8,10,Cyclist: Javier Colorado,Undefined,Private Citizens & Property,Firearms,18,2014-01-22
1524,2014,1,26,Pakistan,Khyber Pakhtunkhwa,South Asia,Gomal,32.077697,70.190232,Assassination,0,0,Senator: Salah Shah Mehsud,Undefined,Government (General),Explosives,0,2014-01-26
1525,2014,1,26,Pakistan,Punjab,South Asia,Rahim Yar Khan,28.416328,70.29975,Armed Assault,1,0,Shiite Doctor: Ghulam Mustafa,Lashkar-e-Jhangvi,Business,Firearms,1,2014-01-26
1526,2014,1,27,Pakistan,Khyber Pakhtunkhwa,South Asia,Gomal,32.077697,70.190232,Bombing/Explosion,1,4,Vehicle,Undefined,Police,Explosives,5,2014-01-27
1527,2014,1,28,Pakistan,Punjab,South Asia,Sargodha,32.081166,72.67328,Assassination,1,0,Former Vice President: Abdullah Omar,Undefined,Journalists & Media,Firearms,1,2014-01-28
1528,2014,1,30,Pakistan,Balochistan,South Asia,Nasirabad district,28.379736,68.352365,Bombing/Explosion,1,12,Petrol Pump,Undefined,Business,Explosives,13,2014-01-30
1529,2014,2,1,Pakistan,Balochistan,South Asia,Chattar,28.869226,68.334419,Bombing/Explosion,0,4,Civilians,Undefined,Private Citizens & Property,Explosives,4,2014-02-01
1530,2014,2,2,Pakistan,Balochistan,South Asia,Khuzdar district,27.508215,66.42715,Bombing/Explosion,3,4,Convoy,Undefined,Military,Explosives,7,2014-02-02
1531,2014,2,3,Pakistan,Khyber Pakhtunkhwa,South Asia,Hangu district,33.44462,70.896728,Hostage Taking (Kidnapping),0,0,Currency Dealers,Undefined,Private Citizens & Property,Firearms,0,2014-02-03
1532,2014,2,4,Pakistan,Khyber Pakhtunkhwa,South Asia,Peshawar,34.006004,71.53743,Bombing/Explosion,10,50,Hotel Restaurant,Tehrik-i-Taliban Pakistan (TTP),Business,Explosives,60,2014-02-04
1533,2014,2,7,Pakistan,Balochistan,South Asia,Pir Koh,29.143866,69.099785,Bombing/Explosion,0,2,Gas Pipeline,Baloch Republican Army (BRA),Utilities,Explosives,2,2014-02-07
1534,2014,2,9,Pakistan,Balochistan,South Asia,Dera Bugti district,29.033333,69.15,Armed Assault,8,3,Pro-Government Tribal Elder: Gazeen Khan Bugti,Baloch Republican Army (BRA),Private Citizens & Property,Firearms,11,2014-02-09
1535,2014,2,9,Pakistan,Punjab,South Asia,Rahim Yar Khan,28.421156,70.298874,Bombing/Explosion,0,0,Gas Pipeline,Baloch Republican Army (BRA),Utilities,Explosives,0,2014-02-09
1536,2014,2,10,Pakistan,Balochistan,South Asia,Dera Bugti district,29.01674,68.944561,Bombing/Explosion,1,1,Motorcyclist: Mir Khan,Undefined,Private Citizens & Property,Explosives,2,2014-02-10
1537,2014,2,11,Pakistan,Khyber Pakhtunkhwa,South Asia,Kulachi,31.932722,70.460876,Bombing/Explosion,3,0,Undefined,Undefined,Undefined,Explosives,3,2014-02-11
1538,2014,2,12,Pakistan,Khyber Pakhtunkhwa,South Asia,Badaber,33.91758,71.562035,Hostage Taking (Kidnapping),9,0,Local Head: Pir Israr Khan,Undefined,Terrorists/Non-State Militia,Explosives,9,2014-02-12
1539,2014,2,13,Pakistan,Balochistan,South Asia,Tump,26.102882,62.368946,Hostage Taking (Kidnapping),0,0,"Commissioners: Abdul Hameed Abro, Mohammad Hussain Baloch",Baloch Liberation Front (BLF),Government (General),Firearms,0,2014-02-13
1540,2014,2,14,Pakistan,Khyber Pakhtunkhwa,South Asia,Badaber,33.953468,71.542061,Bombing/Explosion,0,8,Patrol,Undefined,Police,Explosives,8,2014-02-14
1541,2014,2,15,Pakistan,Khyber Pakhtunkhwa,South Asia,Doaba,33.425245,70.735724,Bombing/Explosion,0,1,Boys' High School,Tehrik-i-Taliban Pakistan (TTP),Educational Institution,Explosives,1,2014-02-15
1542,2014,2,16,Pakistan,Sindh,South Asia,Thul,28.248983,68.777084,Bombing/Explosion,5,30,Khusal Khan Khattak Express Train,Baloch Republican Army (BRA),Transportation,Explosives,35,2014-02-16
1543,2014,2,17,Pakistan,Khyber Pakhtunkhwa,South Asia,Karak,33.111855,71.103126,Bombing/Explosion,0,15,Private School,Undefined,Educational Institution,Explosives,15,2014-02-17
1544,2014,2,22,Pakistan,Federally Administered Tribal Areas,South Asia,Sadda,33.703938,70.328651,Armed Assault,0,1,Checkpost,Undefined,Military,Firearms,1,2014-02-22
1545,2014,2,22,Pakistan,Khyber Pakhtunkhwa,South Asia,Kulachi,31.932722,70.460876,Bombing/Explosion,0,0,CD Shop,Undefined,Business,Explosives,0,2014-02-22
1546,2014,2,23,Pakistan,Khyber Pakhtunkhwa,South Asia,Kohat,33.590603,71.44062,Bombing/Explosion,12,12,Bus Stop,Tehrik-i-Taliban Pakistan (TTP),Transportation,Explosives,24,2014-02-23
1547,2014,3,1,Pakistan,Khyber Pakhtunkhwa,South Asia,Jamrud,34.002579,71.382477,Bombing/Explosion,6,5,Security Escort,Lashkar-e-Islam (Pakistan),Military,Explosives,11,2014-03-01
1548,2014,3,1,Pakistan,Balochistan,South Asia,Kalat district,29.026544,66.592181,Bombing/Explosion,3,6,Patrol,Undefined,Military,Explosives,9,2014-03-01
1549,2014,3,3,Pakistan,Islamabad Capital Territory,South Asia,Islamabad,33.671638,73.056068,Bombing/Explosion,13,25,Court Building,Tehrik-i-Taliban Pakistan (TTP),Government (General),Explosives,38,2014-03-03
1550,2014,3,3,Pakistan,Balochistan,South Asia,Dera Murad Jamali,28.54439,68.218002,Bombing/Explosion,0,6,Gas Pipeline,Baloch Republican Army (BRA),Utilities,Explosives,6,2014-03-03
1551,2014,3,4,Pakistan,Balochistan,South Asia,Dera Allah Yar,28.380661,68.343147,Bombing/Explosion,1,3,"Construction Workers: Azizullah, Bashir Ahmed, Ali Murad",Baloch Republican Army (BRA),Business,Explosives,4,2014-03-04
1552,2014,3,4,Pakistan,Federally Administered Tribal Areas,South Asia,Sur Kamar,34.376399,71.400043,Armed Assault,2,1,Supply Trucks,Jaish Usama,Military,Firearms,3,2014-03-04
1553,2014,3,6,Pakistan,Khyber Pakhtunkhwa,South Asia,Thal,33.365154,70.549736,Bombing/Explosion,0,4,Political Agent: Riaz Mehsud,Undefined,Government (General),Explosives,4,2014-03-06
1554,2014,3,10,Pakistan,Balochistan,South Asia,Loralai,30.388749,68.576476,Bombing/Explosion,0,2,Patrol,Baloch Republican Army (BRA),Police,Explosives,2,2014-03-10
1555,2014,3,11,Pakistan,Khyber Pakhtunkhwa,South Asia,Jani Khel,32.800575,70.49556,Armed Assault,2,0,Soldier: Khan,Undefined,Military,Firearms,2,2014-03-11
1556,2014,3,14,Pakistan,Balochistan,South Asia,Quetta,30.200819,66.994354,Bombing/Explosion,10,31,Vehicles,Tehrik-i-Taliban Pakistan (TTP),Military,Explosives,41,2014-03-14
1557,2014,3,28,Pakistan,Balochistan,South Asia,Dhadar,29.49208,67.637338,Facility/Infrastructure Attack,1,1,Oil Truck,Undefined,Military,Firearms,2,2014-03-28
1558,2014,3,29,Pakistan,Balochistan,South Asia,Pasni,25.289404,63.343358,Hostage Taking (Barricade Incident),1,2,Radar Post,Baloch Liberation Front (BLF),Airports & Aircraft,Explosives,3,2014-03-29
1559,2014,4,5,Pakistan,Balochistan,South Asia,Nasirabad district,29.02751,67.806782,Armed Assault,2,0,Checkpost,Undefined,Police,Firearms,2,2014-04-05
1560,2014,4,8,Pakistan,Balochistan,South Asia,Sibi,29.548279,67.879189,Bombing/Explosion,17,35,Jaffar Express Train,United Baloch Army (UBA),Transportation,Explosives,52,2014-04-08
1561,2014,4,9,Pakistan,Islamabad Capital Territory,South Asia,Islamabad,33.671638,73.056068,Bombing/Explosion,21,46,Vegetable Market,United Baloch Army (UBA),Private Citizens & Property,Explosives,67,2014-04-09
1562,2014,4,14,Pakistan,Federally Administered Tribal Areas,South Asia,Ali Masjid,34.023849,71.26664,Armed Assault,1,0,Vehicle,Undefined,Military,Explosives,1,2014-04-14
1563,2014,4,14,Pakistan,Federally Administered Tribal Areas,South Asia,Sur Kamar,34.004017,71.339912,Facility/Infrastructure Attack,1,1,Containers,Undefined,Military,Firearms,2,2014-04-14
1564,2014,4,21,Pakistan,Khyber Pakhtunkhwa,South Asia,Chamkani,34.005901,71.648872,Armed Assault,2,1,Vegetable Market,Undefined,Private Citizens & Property,Firearms,3,2014-04-21
1565,2014,4,22,Pakistan,Khyber Pakhtunkhwa,South Asia,Charsadda,34.14658,71.743538,Bombing/Explosion,3,30,Van,Undefined,Police,Explosives,33,2014-04-22
1566,2014,4,21,Pakistan,Khyber Pakhtunkhwa,South Asia,Badaber,33.91758,71.562035,Armed Assault,6,11,Van,Tehrik-i-Taliban Pakistan (TTP),Police,Firearms,17,2014-04-21
1567,2014,4,29,Pakistan,Khyber Pakhtunkhwa,South Asia,Doaba,33.425167,70.737593,Bombing/Explosion,0,6,Undefined,Undefined,Undefined,Explosives,6,2014-04-29
1568,2014,4,29,Pakistan,Punjab,South Asia,Dera Ghazi Khan,30.040046,70.645767,Armed Assault,2,0,Patrol,Undefined,Police,Firearms,2,2014-04-29
1569,2014,4,30,Pakistan,Federally Administered Tribal Areas,South Asia,Ladha,32.56699,69.831711,Bombing/Explosion,5,3,Vehicle,Tehrik-i-Taliban Pakistan (TTP),Military,Explosives,8,2014-04-30
1570,2014,5,2,Pakistan,Balochistan,South Asia,Khuzdar,27.809921,66.620956,Bombing/Explosion,0,5,Officer,Undefined,Police,Explosives,5,2014-05-02
1571,2014,5,3,Pakistan,Federally Administered Tribal Areas,South Asia,Sadda,33.703938,70.328651,Bombing/Explosion,0,2,Civilians,Undefined,Private Citizens & Property,Explosives,2,2014-05-03
1572,2014,5,4,Pakistan,Balochistan,South Asia,Panjgur district,26.966667,64.1,Facility/Infrastructure Attack,0,1,Oil Tankers,Baloch Liberation Front (BLF),Business,Firearms,1,2014-05-04
1573,2014,5,9,Pakistan,Balochistan,South Asia,Jafarabad district,28.3898,68.190838,Bombing/Explosion,0,4,Lounge,Undefined,Business,Explosives,4,2014-05-09
1574,2014,5,11,Pakistan,Balochistan,South Asia,Khuzdar district,27.79613,66.60848,Bombing/Explosion,0,19,Checkpoint,Baloch Nationalists,Police,Explosives,19,2014-05-11
1575,2014,5,13,Pakistan,Federally Administered Tribal Areas,South Asia,Safi,34.533889,71.27,Bombing/Explosion,1,1,Member: Jahangir Khan,Tehrik-i-Taliban Pakistan (TTP),Terrorists/Non-State Militia,Explosives,2,2014-05-13
1576,2014,5,13,Pakistan,Balochistan,South Asia,Gwadar,25.1458,62.326557,Armed Assault,2,0,Soldiers,Undefined,Military,Firearms,2,2014-05-13
1577,2014,5,15,Pakistan,Punjab,South Asia,Rawalpindi,33.594013,73.069077,Bombing/Explosion,0,16,Restaurant Parking Lot,Balochistan Liberation United Front (BLUF),Business,Explosives,16,2014-05-15
1578,2014,5,18,Pakistan,Federally Administered Tribal Areas,South Asia,Khar,34.733517,71.519661,Bombing/Explosion,0,5,Vehicle,Tehrik-i-Taliban Pakistan (TTP),Police,Explosives,5,2014-05-18
1579,2014,5,18,Pakistan,Federally Administered Tribal Areas,South Asia,Chamarkand,34.683281,71.216293,Bombing/Explosion,1,5,Soldiers,Tehrik-i-Taliban Pakistan (TTP),Military,Explosives,6,2014-05-18
1580,2014,5,21,Pakistan,Balochistan,South Asia,Hoshab,26.008619,63.891228,Bombing/Explosion,1,0,Camp,Baloch Liberation Front (BLF),Military,Explosives,1,2014-05-21
1581,2014,5,21,Pakistan,Federally Administered Tribal Areas,South Asia,Mir Ali,32.975433,70.273735,Armed Assault,15,0,Convoy,Tehrik-i-Taliban Pakistan (TTP),Military,Firearms,15,2014-05-21
1582,2014,5,24,Pakistan,Federally Administered Tribal Areas,South Asia,Mamond,34.856181,71.430288,Bombing/Explosion,1,1,Volunteers,Undefined,Terrorists/Non-State Militia,Explosives,2,2014-05-24
1583,2014,5,25,Pakistan,Balochistan,South Asia,Wadh,27.342552,66.36792,Armed Assault,6,1,Checkpost,Baloch Nationalists,Police,Explosives,7,2014-05-25
1584,2014,5,25,Pakistan,Federally Administered Tribal Areas,South Asia,Mamond,34.855861,71.429838,Bombing/Explosion,5,5,Checkpost,Tehrik-i-Taliban Pakistan (TTP),Military,Explosives,10,2014-05-25
1585,2014,5,27,Pakistan,Khyber Pakhtunkhwa,South Asia,Kulachi,31.928594,70.459153,Armed Assault,0,4,"Officers: Ameer, Nazir, Asif",Undefined,Police,Firearms,4,2014-05-27
1586,2014,5,29,Pakistan,Federally Administered Tribal Areas,South Asia,North Waziristan district,32.974638,70.14558,Bombing/Explosion,3,2,Patrol,Undefined,Military,Explosives,5,2014-05-29
1587,2014,5,31,Pakistan,Federally Administered Tribal Areas,South Asia,Bajaur district,34.775677,71.50979,Armed Assault,9,1,Checkpoint,Tehrik-i-Taliban Pakistan (TTP),Military,Firearms,10,2014-05-31
1588,2014,6,3,Pakistan,Federally Administered Tribal Areas,South Asia,Parachinar,33.899209,70.100629,Bombing/Explosion,8,3,Pickup Truck,Undefined,Private Citizens & Property,Explosives,11,2014-06-03
1589,2014,6,3,Pakistan,Sindh,South Asia,Kashmore,28.431766,69.583678,Armed Assault,2,5,Convoy,Undefined,Military,Firearms,7,2014-06-03
1590,2014,6,9,Pakistan,Balochistan,South Asia,Awaran district,26.909339,65.572019,Bombing/Explosion,2,3,Convoy,Lashkar-e-Balochistan,Military,Explosives,5,2014-06-09
1591,2014,6,9,Pakistan,Federally Administered Tribal Areas,South Asia,Miran Shah,33.006516,70.068253,Bombing/Explosion,5,12,Checkpoint,Mujahideen Ansar,Military,Explosives,17,2014-06-09
1592,2014,6,12,Pakistan,Khyber Pakhtunkhwa,South Asia,Sur Kamar,34.004017,71.339912,Assassination,1,0,Former Local President: Abdur Raziq,Undefined,Private Citizens & Property,Firearms,1,2014-06-12
1593,2014,6,14,Pakistan,Khyber Pakhtunkhwa,South Asia,Charsadda district,34.150124,71.746534,Bombing/Explosion,1,0,Undefined,Undefined,Undefined,Explosives,1,2014-06-14
