,date,unit,category,price,currency,country,admname,mktname,producto
6451,2009-10-15,KG,cereals and tubers,26.0,PKR,Pakistan,Sindh,Karachi,Wheat
6452,2009-11-15,KG,cereals and tubers,26.0,PKR,Pakistan,Sindh,Karachi,Wheat
6453,2009-12-15,KG,cereals and tubers,26.0,PKR,Pakistan,Sindh,Karachi,Wheat
6454,2010-01-15,KG,cereals and tubers,26.0,PKR,Pakistan,Sindh,Karachi,Wheat
6455,2010-02-15,KG,cereals and tubers,26.38,PKR,Pakistan,Sindh,Karachi,Wheat
6456,2010-03-15,KG,cereals and tubers,26.5,PKR,Pakistan,Sindh,Karachi,Wheat
6457,2010-04-15,KG,cereals and tubers,25.8,PKR,Pakistan,Sindh,Karachi,Wheat
6458,2010-05-15,KG,cereals and tubers,25.0,PKR,Pakistan,Sindh,Karachi,Wheat
6459,2010-06-15,KG,cereals and tubers,25.0,PKR,Pakistan,Sindh,Karachi,Wheat
6460,2010-07-15,KG,cereals and tubers,24.7,PKR,Pakistan,Sindh,Karachi,Wheat
6461,2010-08-15,KG,cereals and tubers,24.63,PKR,Pakistan,Sindh,Karachi,Wheat
6462,2010-09-15,KG,cereals and tubers,25.6,PKR,Pakistan,Sindh,Karachi,Wheat
6463,2010-10-15,KG,cereals and tubers,26.5,PKR,Pakistan,Sindh,Karachi,Wheat
6464,2010-11-15,KG,cereals and tubers,26.5,PKR,Pakistan,Sindh,Karachi,Wheat
6465,2010-12-15,KG,cereals and tubers,26.5,PKR,Pakistan,Sindh,Karachi,Wheat
6466,2011-01-15,KG,cereals and tubers,26.88,PKR,Pakistan,Sindh,Karachi,Wheat
6467,2011-02-15,KG,cereals and tubers,27.5,PKR,Pakistan,Sindh,Karachi,Wheat
6468,2011-03-15,KG,cereals and tubers,27.9,PKR,Pakistan,Sindh,Karachi,Wheat
6469,2011-04-15,KG,cereals and tubers,26.5,PKR,Pakistan,Sindh,Karachi,Wheat
6470,2011-05-15,KG,cereals and tubers,26.38,PKR,Pakistan,Sindh,Karachi,Wheat
6471,2011-06-15,KG,cereals and tubers,27.2,PKR,Pakistan,Sindh,Karachi,Wheat
6472,2011-07-15,KG,cereals and tubers,29.0,PKR,Pakistan,Sindh,Karachi,Wheat
6473,2011-08-15,KG,cereals and tubers,28.0,PKR,Pakistan,Sindh,Karachi,Wheat
6474,2011-09-15,KG,cereals and tubers,28.0,PKR,Pakistan,Sindh,Karachi,Wheat
6475,2011-10-15,KG,cereals and tubers,28.0,PKR,Pakistan,Sindh,Karachi,Wheat
6476,2011-11-15,KG,cereals and tubers,28.5,PKR,Pakistan,Sindh,Karachi,Wheat
6477,2011-12-15,KG,cereals and tubers,28.5,PKR,Pakistan,Sindh,Karachi,Wheat
6478,2012-01-15,KG,cereals and tubers,28.5,PKR,Pakistan,Sindh,Karachi,Wheat
6479,2012-02-15,KG,cereals and tubers,28.75,PKR,Pakistan,Sindh,Karachi,Wheat
6480,2012-03-15,KG,cereals and tubers,29.0,PKR,Pakistan,Sindh,Karachi,Wheat
6481,2012-04-15,KG,cereals and tubers,29.0,PKR,Pakistan,Sindh,Karachi,Wheat
6482,2012-05-15,KG,cereals and tubers,28.7,PKR,Pakistan,Sindh,Karachi,Wheat
6483,2012-06-15,KG,cereals and tubers,28.5,PKR,Pakistan,Sindh,Karachi,Wheat
6484,2012-07-15,KG,cereals and tubers,29.12,PKR,Pakistan,Sindh,Karachi,Wheat
6485,2012-08-15,KG,cereals and tubers,31.1,PKR,Pakistan,Sindh,Karachi,Wheat
6486,2012-09-15,KG,cereals and tubers,30.38,PKR,Pakistan,Sindh,Karachi,Wheat
6487,2012-10-15,KG,cereals and tubers,31.0,PKR,Pakistan,Sindh,Karachi,Wheat
6488,2012-11-15,KG,cereals and tubers,32.0,PKR,Pakistan,Sindh,Karachi,Wheat
6489,2012-12-15,KG,cereals and tubers,32.12,PKR,Pakistan,Sindh,Karachi,Wheat
6490,2013-01-15,KG,cereals and tubers,34.5,PKR,Pakistan,Sindh,Karachi,Wheat
6491,2013-02-15,KG,cereals and tubers,35.0,PKR,Pakistan,Sindh,Karachi,Wheat
6492,2013-03-15,KG,cereals and tubers,36.0,PKR,Pakistan,Sindh,Karachi,Wheat
6493,2013-04-15,KG,cereals and tubers,34.5,PKR,Pakistan,Sindh,Karachi,Wheat
6494,2013-05-15,KG,cereals and tubers,34.6,PKR,Pakistan,Sindh,Karachi,Wheat
6495,2013-06-15,KG,cereals and tubers,35.0,PKR,Pakistan,Sindh,Karachi,Wheat
6496,2013-07-15,KG,cereals and tubers,35.38,PKR,Pakistan,Sindh,Karachi,Wheat
6497,2013-08-15,KG,cereals and tubers,36.4,PKR,Pakistan,Sindh,Karachi,Wheat
6498,2013-09-15,KG,cereals and tubers,37.0,PKR,Pakistan,Sindh,Karachi,Wheat
6499,2013-10-15,KG,cereals and tubers,37.0,PKR,Pakistan,Sindh,Karachi,Wheat
6500,2013-11-15,KG,cereals and tubers,37.0,PKR,Pakistan,Sindh,Karachi,Wheat
6501,2013-12-15,KG,cereals and tubers,37.0,PKR,Pakistan,Sindh,Karachi,Wheat
6502,2014-01-15,KG,cereals and tubers,37.0,PKR,Pakistan,Sindh,Karachi,Wheat
6503,2014-02-15,KG,cereals and tubers,38.5,PKR,Pakistan,Sindh,Karachi,Wheat
6504,2014-03-15,KG,cereals and tubers,39.0,PKR,Pakistan,Sindh,Karachi,Wheat
6505,2014-04-15,KG,cereals and tubers,37.4,PKR,Pakistan,Sindh,Karachi,Wheat
6506,2014-05-15,KG,cereals and tubers,35.75,PKR,Pakistan,Sindh,Karachi,Wheat
6507,2014-06-15,KG,cereals and tubers,34.0,PKR,Pakistan,Sindh,Karachi,Wheat
6508,2014-07-15,KG,cereals and tubers,34.0,PKR,Pakistan,Sindh,Karachi,Wheat
6509,2014-08-15,KG,cereals and tubers,34.0,PKR,Pakistan,Sindh,Karachi,Wheat
6510,2014-09-15,KG,cereals and tubers,34.0,PKR,Pakistan,Sindh,Karachi,Wheat
6511,2014-10-15,KG,cereals and tubers,34.0,PKR,Pakistan,Sindh,Karachi,Wheat
6512,2014-11-15,KG,cereals and tubers,34.38,PKR,Pakistan,Sindh,Karachi,Wheat
6513,2014-12-15,KG,cereals and tubers,34.5,PKR,Pakistan,Sindh,Karachi,Wheat
6514,2015-01-15,KG,cereals and tubers,35.0,PKR,Pakistan,Sindh,Karachi,Wheat
6515,2015-02-15,KG,cereals and tubers,34.7,PKR,Pakistan,Sindh,Karachi,Wheat
6516,2015-03-15,KG,cereals and tubers,35.0,PKR,Pakistan,Sindh,Karachi,Wheat
6517,2015-04-15,KG,cereals and tubers,35.0,PKR,Pakistan,Sindh,Karachi,Wheat
6518,2015-05-15,KG,cereals and tubers,35.0,PKR,Pakistan,Sindh,Karachi,Wheat
6519,2015-06-15,KG,cereals and tubers,35.0,PKR,Pakistan,Sindh,Karachi,Wheat
6520,2015-07-15,KG,cereals and tubers,35.0,PKR,Pakistan,Sindh,Karachi,Wheat
6521,2015-08-15,KG,cereals and tubers,35.0,PKR,Pakistan,Sindh,Karachi,Wheat
6522,2015-09-15,KG,cereals and tubers,35.0,PKR,Pakistan,Sindh,Karachi,Wheat
6523,2015-10-15,KG,cereals and tubers,36.8,PKR,Pakistan,Sindh,Karachi,Wheat
6524,2015-11-15,KG,cereals and tubers,37.0,PKR,Pakistan,Sindh,Karachi,Wheat
6525,2015-12-15,KG,cereals and tubers,37.0,PKR,Pakistan,Sindh,Karachi,Wheat
6526,2016-01-15,KG,cereals and tubers,37.0,PKR,Pakistan,Sindh,Karachi,Wheat
6527,2016-02-15,KG,cereals and tubers,36.25,PKR,Pakistan,Sindh,Karachi,Wheat
6528,2016-03-15,KG,cereals and tubers,35.6,PKR,Pakistan,Sindh,Karachi,Wheat
6529,2016-04-15,KG,cereals and tubers,35.0,PKR,Pakistan,Sindh,Karachi,Wheat
6530,2016-05-15,KG,cereals and tubers,35.0,PKR,Pakistan,Sindh,Karachi,Wheat
6531,2016-06-15,KG,cereals and tubers,35.0,PKR,Pakistan,Sindh,Karachi,Wheat
6532,2016-07-15,KG,cereals and tubers,35.6,PKR,Pakistan,Sindh,Karachi,Wheat
6533,2016-08-15,KG,cereals and tubers,35.25,PKR,Pakistan,Sindh,Karachi,Wheat
6534,2016-09-15,KG,cereals and tubers,34.6,PKR,Pakistan,Sindh,Karachi,Wheat
6535,2016-10-15,KG,cereals and tubers,36.0,PKR,Pakistan,Sindh,Karachi,Wheat
6536,2016-11-15,KG,cereals and tubers,36.25,PKR,Pakistan,Sindh,Karachi,Wheat
6537,2016-12-15,KG,cereals and tubers,36.5,PKR,Pakistan,Sindh,Karachi,Wheat
6538,2017-01-15,KG,cereals and tubers,36.5,PKR,Pakistan,Sindh,Karachi,Wheat
6539,2017-02-15,KG,cereals and tubers,36.75,PKR,Pakistan,Sindh,Karachi,Wheat
6540,2017-03-15,KG,cereals and tubers,36.6,PKR,Pakistan,Sindh,Karachi,Wheat
6541,2017-04-15,KG,cereals and tubers,36.0,PKR,Pakistan,Sindh,Karachi,Wheat
6542,2017-05-15,KG,cereals and tubers,35.5,PKR,Pakistan,Sindh,Karachi,Wheat
6543,2017-06-15,KG,cereals and tubers,35.0,PKR,Pakistan,Sindh,Karachi,Wheat
6544,2017-07-15,KG,cereals and tubers,35.0,PKR,Pakistan,Sindh,Karachi,Wheat
6545,2017-08-15,KG,cereals and tubers,35.0,PKR,Pakistan,Sindh,Karachi,Wheat
6546,2017-09-15,KG,cereals and tubers,35.0,PKR,Pakistan,Sindh,Karachi,Wheat
6547,2017-10-15,KG,cereals and tubers,35.05,PKR,Pakistan,Sindh,Karachi,Wheat
6548,2017-11-15,KG,cereals and tubers,36.25,PKR,Pakistan,Sindh,Karachi,Wheat
6549,2017-12-15,KG,cereals and tubers,37.05,PKR,Pakistan,Sindh,Karachi,Wheat
6550,2018-01-15,KG,cereals and tubers,37.525,PKR,Pakistan,Sindh,Karachi,Wheat
6551,2018-02-15,KG,cereals and tubers,38.0,PKR,Pakistan,Sindh,Karachi,Wheat
6552,2018-03-15,KG,cereals and tubers,37.8,PKR,Pakistan,Sindh,Karachi,Wheat
6553,2018-04-15,KG,cereals and tubers,36.5,PKR,Pakistan,Sindh,Karachi,Wheat
6554,2018-05-15,KG,cereals and tubers,36.0,PKR,Pakistan,Sindh,Karachi,Wheat
6555,2018-06-15,KG,cereals and tubers,36.25,PKR,Pakistan,Sindh,Karachi,Wheat
6556,2018-07-15,KG,cereals and tubers,36.875,PKR,Pakistan,Sindh,Karachi,Wheat
6557,2018-08-15,KG,cereals and tubers,37.25,PKR,Pakistan,Sindh,Karachi,Wheat
6558,2018-09-15,KG,cereals and tubers,37.5,PKR,Pakistan,Sindh,Karachi,Wheat
6559,2018-10-15,KG,cereals and tubers,37.875,PKR,Pakistan,Sindh,Karachi,Wheat
6560,2018-11-15,KG,cereals and tubers,38.3,PKR,Pakistan,Sindh,Karachi,Wheat
6561,2018-12-15,KG,cereals and tubers,38.5,PKR,Pakistan,Sindh,Karachi,Wheat
6562,2019-01-15,KG,cereals and tubers,38.8,PKR,Pakistan,Sindh,Karachi,Wheat
6563,2019-02-15,KG,cereals and tubers,39.0,PKR,Pakistan,Sindh,Karachi,Wheat
6564,2019-03-15,KG,cereals and tubers,39.0,PKR,Pakistan,Sindh,Karachi,Wheat
6565,2019-04-15,KG,cereals and tubers,38.25,PKR,Pakistan,Sindh,Karachi,Wheat
6566,2019-05-15,KG,cereals and tubers,38.3,PKR,Pakistan,Sindh,Karachi,Wheat
6567,2019-06-15,KG,cereals and tubers,38.75,PKR,Pakistan,Sindh,Karachi,Wheat
6568,2019-07-15,KG,cereals and tubers,39.0,PKR,Pakistan,Sindh,Karachi,Wheat
6569,2019-08-15,KG,cereals and tubers,39.6,PKR,Pakistan,Sindh,Karachi,Wheat
6570,2019-09-15,KG,cereals and tubers,40.5,PKR,Pakistan,Sindh,Karachi,Wheat
6571,2019-10-15,KG,cereals and tubers,41.4,PKR,Pakistan,Sindh,Karachi,Wheat
6572,2014-12-15,Dozen,"meat, fish and eggs",116.5,PKR,Pakistan,Sindh,Karachi,Eggs
6573,2015-01-15,Dozen,"meat, fish and eggs",96.1,PKR,Pakistan,Sindh,Karachi,Eggs
6574,2015-02-15,Dozen,"meat, fish and eggs",118.62,PKR,Pakistan,Sindh,Karachi,Eggs
6575,2015-03-15,Dozen,"meat, fish and eggs",96.1,PKR,Pakistan,Sindh,Karachi,Eggs
6576,2015-04-15,Dozen,"meat, fish and eggs",78.79,PKR,Pakistan,Sindh,Karachi,Eggs
6577,2015-05-15,Dozen,"meat, fish and eggs",79.93,PKR,Pakistan,Sindh,Karachi,Eggs
6578,2015-06-15,Dozen,"meat, fish and eggs",85.08,PKR,Pakistan,Sindh,Karachi,Eggs
6579,2015-07-15,Dozen,"meat, fish and eggs",90.26,PKR,Pakistan,Sindh,Karachi,Eggs
6580,2015-08-15,Dozen,"meat, fish and eggs",100.08,PKR,Pakistan,Sindh,Karachi,Eggs
6581,2015-09-15,Dozen,"meat, fish and eggs",85.08,PKR,Pakistan,Sindh,Karachi,Eggs
6582,2015-10-15,Dozen,"meat, fish and eggs",85.71,PKR,Pakistan,Sindh,Karachi,Eggs
6583,2015-11-15,Dozen,"meat, fish and eggs",95.95,PKR,Pakistan,Sindh,Karachi,Eggs
6584,2015-12-15,Dozen,"meat, fish and eggs",105.04,PKR,Pakistan,Sindh,Karachi,Eggs
6585,2016-01-15,Dozen,"meat, fish and eggs",99.52,PKR,Pakistan,Sindh,Karachi,Eggs
6586,2016-02-15,Dozen,"meat, fish and eggs",94.73,PKR,Pakistan,Sindh,Karachi,Eggs
6587,2016-03-15,Dozen,"meat, fish and eggs",72.53,PKR,Pakistan,Sindh,Karachi,Eggs
6588,2016-04-15,Dozen,"meat, fish and eggs",70.06,PKR,Pakistan,Sindh,Karachi,Eggs
6589,2016-05-15,Dozen,"meat, fish and eggs",69.04,PKR,Pakistan,Sindh,Karachi,Eggs
6590,2016-06-15,Dozen,"meat, fish and eggs",78.19,PKR,Pakistan,Sindh,Karachi,Eggs
6591,2016-07-15,Dozen,"meat, fish and eggs",88.52,PKR,Pakistan,Sindh,Karachi,Eggs
6592,2016-08-15,Dozen,"meat, fish and eggs",97.25,PKR,Pakistan,Sindh,Karachi,Eggs
6593,2016-09-15,Dozen,"meat, fish and eggs",96.57,PKR,Pakistan,Sindh,Karachi,Eggs
6594,2016-10-15,Dozen,"meat, fish and eggs",92.51,PKR,Pakistan,Sindh,Karachi,Eggs
6595,2016-11-15,Dozen,"meat, fish and eggs",120.44,PKR,Pakistan,Sindh,Karachi,Eggs
6596,2016-12-15,Dozen,"meat, fish and eggs",126.05,PKR,Pakistan,Sindh,Karachi,Eggs
6597,2017-01-15,Dozen,"meat, fish and eggs",129.62,PKR,Pakistan,Sindh,Karachi,Eggs
6598,2017-02-15,Dozen,"meat, fish and eggs",112.59,PKR,Pakistan,Sindh,Karachi,Eggs
6599,2017-03-15,Dozen,"meat, fish and eggs",88.07,PKR,Pakistan,Sindh,Karachi,Eggs
6600,2017-04-15,Dozen,"meat, fish and eggs",81.69,PKR,Pakistan,Sindh,Karachi,Eggs
6601,2017-05-15,Dozen,"meat, fish and eggs",83.84,PKR,Pakistan,Sindh,Karachi,Eggs
6602,2017-06-15,Dozen,"meat, fish and eggs",87.97,PKR,Pakistan,Sindh,Karachi,Eggs
6603,2017-07-15,Dozen,"meat, fish and eggs",100.65,PKR,Pakistan,Sindh,Karachi,Eggs
6604,2017-08-15,Dozen,"meat, fish and eggs",102.39,PKR,Pakistan,Sindh,Karachi,Eggs
6605,2017-09-15,Dozen,"meat, fish and eggs",101.43,PKR,Pakistan,Sindh,Karachi,Eggs
6606,2017-10-15,Dozen,"meat, fish and eggs",109.55,PKR,Pakistan,Sindh,Karachi,Eggs
6607,2017-11-15,Dozen,"meat, fish and eggs",133.94,PKR,Pakistan,Sindh,Karachi,Eggs
6608,2017-12-15,Dozen,"meat, fish and eggs",134.36,PKR,Pakistan,Sindh,Karachi,Eggs
6609,2018-01-15,Dozen,"meat, fish and eggs",111.4,PKR,Pakistan,Sindh,Karachi,Eggs
6610,2018-02-15,Dozen,"meat, fish and eggs",100.6,PKR,Pakistan,Sindh,Karachi,Eggs
6611,2018-03-15,Dozen,"meat, fish and eggs",99.98,PKR,Pakistan,Sindh,Karachi,Eggs
6612,2018-04-15,Dozen,"meat, fish and eggs",92.06,PKR,Pakistan,Sindh,Karachi,Eggs
6613,2018-05-15,Dozen,"meat, fish and eggs",93.52,PKR,Pakistan,Sindh,Karachi,Eggs
6614,2018-06-15,Dozen,"meat, fish and eggs",94.73,PKR,Pakistan,Sindh,Karachi,Eggs
6615,2018-07-15,Dozen,"meat, fish and eggs",107.45,PKR,Pakistan,Sindh,Karachi,Eggs
6616,2018-08-15,Dozen,"meat, fish and eggs",105.6,PKR,Pakistan,Sindh,Karachi,Eggs
6617,2018-09-15,Dozen,"meat, fish and eggs",96.51,PKR,Pakistan,Sindh,Karachi,Eggs
6618,2018-10-15,Dozen,"meat, fish and eggs",113.59,PKR,Pakistan,Sindh,Karachi,Eggs
6619,2018-11-15,Dozen,"meat, fish and eggs",127.68,PKR,Pakistan,Sindh,Karachi,Eggs
6620,2018-12-15,Dozen,"meat, fish and eggs",118.55,PKR,Pakistan,Sindh,Karachi,Eggs
6621,2019-01-15,Dozen,"meat, fish and eggs",127.68,PKR,Pakistan,Sindh,Karachi,Eggs
6622,2019-02-15,Dozen,"meat, fish and eggs",116.45,PKR,Pakistan,Sindh,Karachi,Eggs
6623,2019-03-15,Dozen,"meat, fish and eggs",101.36,PKR,Pakistan,Sindh,Karachi,Eggs
6624,2019-04-15,Dozen,"meat, fish and eggs",82.98,PKR,Pakistan,Sindh,Karachi,Eggs
6625,2019-05-15,Dozen,"meat, fish and eggs",85.04,PKR,Pakistan,Sindh,Karachi,Eggs
6626,2019-06-15,Dozen,"meat, fish and eggs",80.09,PKR,Pakistan,Sindh,Karachi,Eggs
6627,2019-07-15,Dozen,"meat, fish and eggs",93.54,PKR,Pakistan,Sindh,Karachi,Eggs
6628,2019-08-15,Dozen,"meat, fish and eggs",103.37,PKR,Pakistan,Sindh,Karachi,Eggs
6629,2019-09-15,Dozen,"meat, fish and eggs",96.77,PKR,Pakistan,Sindh,Karachi,Eggs
6630,2019-10-15,Dozen,"meat, fish and eggs",115.69,PKR,Pakistan,Sindh,Karachi,Eggs
6631,2013-01-15,KG,miscellaneous food,53.63,PKR,Pakistan,Sindh,Karachi,Sugar
6632,2013-02-15,KG,miscellaneous food,51.12,PKR,Pakistan,Sindh,Karachi,Sugar
6633,2013-03-15,KG,miscellaneous food,50.62,PKR,Pakistan,Sindh,Karachi,Sugar
6634,2013-04-15,KG,miscellaneous food,53.37,PKR,Pakistan,Sindh,Karachi,Sugar
6635,2013-05-15,KG,miscellaneous food,53.62,PKR,Pakistan,Sindh,Karachi,Sugar
6636,2013-07-15,KG,miscellaneous food,53.62,PKR,Pakistan,Sindh,Karachi,Sugar
6637,2013-08-15,KG,miscellaneous food,54.11,PKR,Pakistan,Sindh,Karachi,Sugar
6638,2013-09-15,KG,miscellaneous food,53.31,PKR,Pakistan,Sindh,Karachi,Sugar
6639,2013-10-15,KG,miscellaneous food,55.96,PKR,Pakistan,Sindh,Karachi,Sugar
6640,2013-11-15,KG,miscellaneous food,59.08,PKR,Pakistan,Sindh,Karachi,Sugar
6641,2014-01-15,KG,miscellaneous food,51.02,PKR,Pakistan,Sindh,Karachi,Sugar
6642,2014-02-15,KG,miscellaneous food,50.62,PKR,Pakistan,Sindh,Karachi,Sugar
6643,2014-03-15,KG,miscellaneous food,53.12,PKR,Pakistan,Sindh,Karachi,Sugar
6644,2014-04-15,KG,miscellaneous food,54.22,PKR,Pakistan,Sindh,Karachi,Sugar
6645,2014-05-15,KG,miscellaneous food,52.62,PKR,Pakistan,Sindh,Karachi,Sugar
6646,2014-06-15,KG,miscellaneous food,53.37,PKR,Pakistan,Sindh,Karachi,Sugar
6647,2014-07-15,KG,miscellaneous food,56.22,PKR,Pakistan,Sindh,Karachi,Sugar
6648,2014-08-15,KG,miscellaneous food,57.62,PKR,Pakistan,Sindh,Karachi,Sugar
6649,2014-09-15,KG,miscellaneous food,61.62,PKR,Pakistan,Sindh,Karachi,Sugar
6650,2014-10-15,KG,miscellaneous food,58.62,PKR,Pakistan,Sindh,Karachi,Sugar
6651,2014-11-15,KG,miscellaneous food,57.23,PKR,Pakistan,Sindh,Karachi,Sugar
6652,2014-12-15,KG,miscellaneous food,55.42,PKR,Pakistan,Sindh,Karachi,Sugar
6653,2015-01-15,KG,miscellaneous food,54.62,PKR,Pakistan,Sindh,Karachi,Sugar
6654,2015-02-15,KG,miscellaneous food,52.92,PKR,Pakistan,Sindh,Karachi,Sugar
6655,2015-03-15,KG,miscellaneous food,54.62,PKR,Pakistan,Sindh,Karachi,Sugar
6656,2015-04-15,KG,miscellaneous food,58.06,PKR,Pakistan,Sindh,Karachi,Sugar
6657,2015-05-15,KG,miscellaneous food,60.12,PKR,Pakistan,Sindh,Karachi,Sugar
6658,2015-06-15,KG,miscellaneous food,63.54,PKR,Pakistan,Sindh,Karachi,Sugar
6659,2015-07-15,KG,miscellaneous food,66.62,PKR,Pakistan,Sindh,Karachi,Sugar
6660,2015-08-15,KG,miscellaneous food,65.97,PKR,Pakistan,Sindh,Karachi,Sugar
6661,2015-09-15,KG,miscellaneous food,63.92,PKR,Pakistan,Sindh,Karachi,Sugar
6662,2015-10-15,KG,miscellaneous food,59.86,PKR,Pakistan,Sindh,Karachi,Sugar
6663,2015-11-15,KG,miscellaneous food,58.45,PKR,Pakistan,Sindh,Karachi,Sugar
6664,2015-12-15,KG,miscellaneous food,58.06,PKR,Pakistan,Sindh,Karachi,Sugar
6665,2016-01-15,KG,miscellaneous food,58.73,PKR,Pakistan,Sindh,Karachi,Sugar
6666,2016-02-15,KG,miscellaneous food,62.47,PKR,Pakistan,Sindh,Karachi,Sugar
6667,2016-03-15,KG,miscellaneous food,62.44,PKR,Pakistan,Sindh,Karachi,Sugar
6668,2016-04-15,KG,miscellaneous food,63.85,PKR,Pakistan,Sindh,Karachi,Sugar
6669,2016-05-15,KG,miscellaneous food,63.22,PKR,Pakistan,Sindh,Karachi,Sugar
6670,2016-06-15,KG,miscellaneous food,63.77,PKR,Pakistan,Sindh,Karachi,Sugar
6671,2016-07-15,KG,miscellaneous food,67.65,PKR,Pakistan,Sindh,Karachi,Sugar
6672,2016-08-15,KG,miscellaneous food,72.45,PKR,Pakistan,Sindh,Karachi,Sugar
6673,2016-09-15,KG,miscellaneous food,70.76,PKR,Pakistan,Sindh,Karachi,Sugar
6674,2016-10-15,KG,miscellaneous food,71.14,PKR,Pakistan,Sindh,Karachi,Sugar
6675,2016-11-15,KG,miscellaneous food,72.18,PKR,Pakistan,Sindh,Karachi,Sugar
6676,2016-12-15,KG,miscellaneous food,63.44,PKR,Pakistan,Sindh,Karachi,Sugar
6677,2017-01-15,KG,miscellaneous food,64.46,PKR,Pakistan,Sindh,Karachi,Sugar
6678,2017-02-15,KG,miscellaneous food,63.86,PKR,Pakistan,Sindh,Karachi,Sugar
6679,2017-03-15,KG,miscellaneous food,61.48,PKR,Pakistan,Sindh,Karachi,Sugar
6680,2017-04-15,KG,miscellaneous food,61.04,PKR,Pakistan,Sindh,Karachi,Sugar
6681,2017-05-15,KG,miscellaneous food,60.59,PKR,Pakistan,Sindh,Karachi,Sugar
6682,2017-06-15,KG,miscellaneous food,58.98,PKR,Pakistan,Sindh,Karachi,Sugar
6683,2017-07-15,KG,miscellaneous food,57.52,PKR,Pakistan,Sindh,Karachi,Sugar
6684,2017-08-15,KG,miscellaneous food,58.05,PKR,Pakistan,Sindh,Karachi,Sugar
6685,2017-09-15,KG,miscellaneous food,57.15,PKR,Pakistan,Sindh,Karachi,Sugar
6686,2017-10-15,KG,miscellaneous food,56.53,PKR,Pakistan,Sindh,Karachi,Sugar
6687,2017-11-15,KG,miscellaneous food,55.07,PKR,Pakistan,Sindh,Karachi,Sugar
6688,2017-12-15,KG,miscellaneous food,55.25,PKR,Pakistan,Sindh,Karachi,Sugar
6689,2018-01-15,KG,miscellaneous food,55.07,PKR,Pakistan,Sindh,Karachi,Sugar
6690,2018-02-15,KG,miscellaneous food,54.6,PKR,Pakistan,Sindh,Karachi,Sugar
6691,2018-03-15,KG,miscellaneous food,51.93,PKR,Pakistan,Sindh,Karachi,Sugar
6692,2018-04-15,KG,miscellaneous food,54.51,PKR,Pakistan,Sindh,Karachi,Sugar
6693,2018-05-15,KG,miscellaneous food,54.48,PKR,Pakistan,Sindh,Karachi,Sugar
6694,2018-06-15,KG,miscellaneous food,54.3,PKR,Pakistan,Sindh,Karachi,Sugar
6695,2018-07-15,KG,miscellaneous food,55.59,PKR,Pakistan,Sindh,Karachi,Sugar
6696,2018-08-15,KG,miscellaneous food,56.5,PKR,Pakistan,Sindh,Karachi,Sugar
6697,2018-09-15,KG,miscellaneous food,55.2,PKR,Pakistan,Sindh,Karachi,Sugar
6698,2018-10-15,KG,miscellaneous food,54.6,PKR,Pakistan,Sindh,Karachi,Sugar
6699,2018-11-15,KG,miscellaneous food,55.06,PKR,Pakistan,Sindh,Karachi,Sugar
6700,2018-12-15,KG,miscellaneous food,55.32,PKR,Pakistan,Sindh,Karachi,Sugar
6701,2019-01-15,KG,miscellaneous food,55.06,PKR,Pakistan,Sindh,Karachi,Sugar
6702,2019-02-15,KG,miscellaneous food,59.81,PKR,Pakistan,Sindh,Karachi,Sugar
6703,2019-03-15,KG,miscellaneous food,61.68,PKR,Pakistan,Sindh,Karachi,Sugar
6704,2019-04-15,KG,miscellaneous food,65.23,PKR,Pakistan,Sindh,Karachi,Sugar
6705,2019-05-15,KG,miscellaneous food,68.57,PKR,Pakistan,Sindh,Karachi,Sugar
6706,2019-06-15,KG,miscellaneous food,70.03,PKR,Pakistan,Sindh,Karachi,Sugar
6707,2019-07-15,KG,miscellaneous food,72.41,PKR,Pakistan,Sindh,Karachi,Sugar
6708,2019-08-15,KG,miscellaneous food,74.71,PKR,Pakistan,Sindh,Karachi,Sugar
6709,2019-09-15,KG,miscellaneous food,75.44,PKR,Pakistan,Sindh,Karachi,Sugar
6710,2019-10-15,KG,miscellaneous food,73.71,PKR,Pakistan,Sindh,Karachi,Sugar
6711,2013-01-15,KG,oil and fats,202.0,PKR,Pakistan,Sindh,Karachi,Ghee (artificial)
6712,2013-02-15,KG,oil and fats,202.0,PKR,Pakistan,Sindh,Karachi,Ghee (artificial)
6713,2013-03-15,KG,oil and fats,202.0,PKR,Pakistan,Sindh,Karachi,Ghee (artificial)
6714,2013-04-15,KG,oil and fats,202.0,PKR,Pakistan,Sindh,Karachi,Ghee (artificial)
6715,2013-05-15,KG,oil and fats,202.0,PKR,Pakistan,Sindh,Karachi,Ghee (artificial)
6716,2013-07-15,KG,oil and fats,216.0,PKR,Pakistan,Sindh,Karachi,Ghee (artificial)
6717,2013-08-15,KG,oil and fats,216.0,PKR,Pakistan,Sindh,Karachi,Ghee (artificial)
6718,2013-09-15,KG,oil and fats,216.0,PKR,Pakistan,Sindh,Karachi,Ghee (artificial)
6719,2014-01-15,KG,oil and fats,208.0,PKR,Pakistan,Sindh,Karachi,Ghee (artificial)
6720,2014-02-15,KG,oil and fats,208.0,PKR,Pakistan,Sindh,Karachi,Ghee (artificial)
6721,2014-03-15,KG,oil and fats,208.0,PKR,Pakistan,Sindh,Karachi,Ghee (artificial)
6722,2014-04-15,KG,oil and fats,208.0,PKR,Pakistan,Sindh,Karachi,Ghee (artificial)
