,date,unit,category,price,currency,country,admname,mktname,producto
0,2004-01-15,KG,cereals and tubers,13.0,PKR,Pakistan,Balochistan,Quetta,Wheat flour
1,2004-02-15,KG,cereals and tubers,13.0,PKR,Pakistan,Balochistan,Quetta,Wheat flour
2,2004-03-15,KG,cereals and tubers,14.25,PKR,Pakistan,Balochistan,Quetta,Wheat flour
3,2004-04-15,KG,cereals and tubers,12.5,PKR,Pakistan,Balochistan,Quetta,Wheat flour
4,2004-05-15,KG,cereals and tubers,13.25,PKR,Pakistan,Balochistan,Quetta,Wheat flour
5,2004-06-15,KG,cereals and tubers,13.405,PKR,Pakistan,Balochistan,Quetta,Wheat flour
6,2004-07-15,KG,cereals and tubers,13.6,PKR,Pakistan,Balochistan,Quetta,Wheat flour
7,2004-08-15,KG,cereals and tubers,13.75,PKR,Pakistan,Balochistan,Quetta,Wheat flour
8,2004-09-15,KG,cereals and tubers,13.75,PKR,Pakistan,Balochistan,Quetta,Wheat flour
9,2004-10-15,KG,cereals and tubers,13.875,PKR,Pakistan,Balochistan,Quetta,Wheat flour
10,2004-11-15,KG,cereals and tubers,14.1875,PKR,Pakistan,Balochistan,Quetta,Wheat flour
11,2004-12-15,KG,cereals and tubers,14.75,PKR,Pakistan,Balochistan,Quetta,Wheat flour
12,2005-01-15,KG,cereals and tubers,14.375,PKR,Pakistan,Balochistan,Quetta,Wheat flour
13,2005-02-15,KG,cereals and tubers,14.25,PKR,Pakistan,Balochistan,Quetta,Wheat flour
14,2005-03-15,KG,cereals and tubers,14.5,PKR,Pakistan,Balochistan,Quetta,Wheat flour
15,2005-04-15,KG,cereals and tubers,14.25,PKR,Pakistan,Balochistan,Quetta,Wheat flour
16,2005-05-15,KG,cereals and tubers,13.0,PKR,Pakistan,Balochistan,Quetta,Wheat flour
17,2005-06-15,KG,cereals and tubers,12.66,PKR,Pakistan,Balochistan,Quetta,Wheat flour
18,2005-07-15,KG,cereals and tubers,12.66,PKR,Pakistan,Balochistan,Quetta,Wheat flour
19,2005-08-15,KG,cereals and tubers,12.5,PKR,Pakistan,Balochistan,Quetta,Wheat flour
20,2005-09-15,KG,cereals and tubers,12.625,PKR,Pakistan,Balochistan,Quetta,Wheat flour
21,2005-10-15,KG,cereals and tubers,12.813,PKR,Pakistan,Balochistan,Quetta,Wheat flour
22,2005-11-15,KG,cereals and tubers,12.875,PKR,Pakistan,Balochistan,Quetta,Wheat flour
23,2005-12-15,KG,cereals and tubers,12.875,PKR,Pakistan,Balochistan,Quetta,Wheat flour
24,2006-01-15,KG,cereals and tubers,12.815,PKR,Pakistan,Balochistan,Quetta,Wheat flour
25,2006-02-15,KG,cereals and tubers,12.97,PKR,Pakistan,Balochistan,Quetta,Wheat flour
26,2006-03-15,KG,cereals and tubers,12.97,PKR,Pakistan,Balochistan,Quetta,Wheat flour
27,2006-04-15,KG,cereals and tubers,13.015,PKR,Pakistan,Balochistan,Quetta,Wheat flour
28,2006-05-15,KG,cereals and tubers,13.15,PKR,Pakistan,Balochistan,Quetta,Wheat flour
29,2006-06-15,KG,cereals and tubers,13.32,PKR,Pakistan,Balochistan,Quetta,Wheat flour
30,2006-07-15,KG,cereals and tubers,13.15,PKR,Pakistan,Balochistan,Quetta,Wheat flour
31,2006-08-15,KG,cereals and tubers,13.29,PKR,Pakistan,Balochistan,Quetta,Wheat flour
32,2006-09-15,KG,cereals and tubers,13.4225,PKR,Pakistan,Balochistan,Quetta,Wheat flour
33,2006-10-15,KG,cereals and tubers,13.19,PKR,Pakistan,Balochistan,Quetta,Wheat flour
34,2006-11-15,KG,cereals and tubers,13.19,PKR,Pakistan,Balochistan,Quetta,Wheat flour
35,2006-12-15,KG,cereals and tubers,13.785,PKR,Pakistan,Balochistan,Quetta,Wheat flour
36,2007-01-15,KG,cereals and tubers,14.13,PKR,Pakistan,Balochistan,Quetta,Wheat flour
37,2007-02-15,KG,cereals and tubers,14.13,PKR,Pakistan,Balochistan,Quetta,Wheat flour
38,2007-03-15,KG,cereals and tubers,14.13,PKR,Pakistan,Balochistan,Quetta,Wheat flour
39,2007-04-15,KG,cereals and tubers,14.5,PKR,Pakistan,Balochistan,Quetta,Wheat flour
40,2007-05-15,KG,cereals and tubers,14.1,PKR,Pakistan,Balochistan,Quetta,Wheat flour
41,2007-06-15,KG,cereals and tubers,14.5,PKR,Pakistan,Balochistan,Quetta,Wheat flour
42,2007-07-15,KG,cereals and tubers,15.19,PKR,Pakistan,Balochistan,Quetta,Wheat flour
43,2007-08-15,KG,cereals and tubers,15.75,PKR,Pakistan,Balochistan,Quetta,Wheat flour
44,2007-09-15,KG,cereals and tubers,15.696,PKR,Pakistan,Balochistan,Quetta,Wheat flour
45,2007-10-15,KG,cereals and tubers,17.25,PKR,Pakistan,Balochistan,Quetta,Wheat flour
46,2007-11-15,KG,cereals and tubers,19.0,PKR,Pakistan,Balochistan,Quetta,Wheat flour
47,2007-12-15,KG,cereals and tubers,19.875,PKR,Pakistan,Balochistan,Quetta,Wheat flour
48,2008-01-15,KG,cereals and tubers,21.05,PKR,Pakistan,Balochistan,Quetta,Wheat flour
49,2008-02-15,KG,cereals and tubers,15.25,PKR,Pakistan,Balochistan,Quetta,Wheat flour
50,2008-03-15,KG,cereals and tubers,15.25,PKR,Pakistan,Balochistan,Quetta,Wheat flour
51,2008-04-15,KG,cereals and tubers,27.5,PKR,Pakistan,Balochistan,Quetta,Wheat flour
52,2008-05-15,KG,cereals and tubers,30.0,PKR,Pakistan,Balochistan,Quetta,Wheat flour
53,2008-06-15,KG,cereals and tubers,27.0,PKR,Pakistan,Balochistan,Quetta,Wheat flour
54,2008-07-15,KG,cereals and tubers,27.6,PKR,Pakistan,Balochistan,Quetta,Wheat flour
55,2008-08-15,KG,cereals and tubers,27.5,PKR,Pakistan,Balochistan,Quetta,Wheat flour
56,2008-09-15,KG,cereals and tubers,27.0,PKR,Pakistan,Balochistan,Quetta,Wheat flour
57,2008-10-15,KG,cereals and tubers,33.0,PKR,Pakistan,Balochistan,Quetta,Wheat flour
58,2008-11-15,KG,cereals and tubers,33.0,PKR,Pakistan,Balochistan,Quetta,Wheat flour
59,2008-12-15,KG,cereals and tubers,32.5,PKR,Pakistan,Balochistan,Quetta,Wheat flour
60,2009-01-15,KG,cereals and tubers,28.6,PKR,Pakistan,Balochistan,Quetta,Wheat flour
61,2009-02-15,KG,cereals and tubers,27.0,PKR,Pakistan,Balochistan,Quetta,Wheat flour
62,2009-03-15,KG,cereals and tubers,27.0,PKR,Pakistan,Balochistan,Quetta,Wheat flour
63,2009-04-15,KG,cereals and tubers,28.58,PKR,Pakistan,Balochistan,Quetta,Wheat flour
64,2009-05-15,KG,cereals and tubers,28.98,PKR,Pakistan,Balochistan,Quetta,Wheat flour
65,2009-06-15,KG,cereals and tubers,28.98,PKR,Pakistan,Balochistan,Quetta,Wheat flour
66,2009-07-15,KG,cereals and tubers,28.592,PKR,Pakistan,Balochistan,Quetta,Wheat flour
67,2009-08-15,KG,cereals and tubers,27.04,PKR,Pakistan,Balochistan,Quetta,Wheat flour
68,2009-09-15,KG,cereals and tubers,27.04,PKR,Pakistan,Balochistan,Quetta,Wheat flour
69,2009-10-15,KG,cereals and tubers,27.04,PKR,Pakistan,Balochistan,Quetta,Wheat flour
70,2009-11-15,KG,cereals and tubers,27.04,PKR,Pakistan,Balochistan,Quetta,Wheat flour
71,2009-12-15,KG,cereals and tubers,27.04,PKR,Pakistan,Balochistan,Quetta,Wheat flour
72,2010-01-15,KG,cereals and tubers,29.82,PKR,Pakistan,Balochistan,Quetta,Wheat flour
73,2010-02-15,KG,cereals and tubers,30.75,PKR,Pakistan,Balochistan,Quetta,Wheat flour
74,2010-03-15,KG,cereals and tubers,30.75,PKR,Pakistan,Balochistan,Quetta,Wheat flour
75,2010-04-15,KG,cereals and tubers,30.3,PKR,Pakistan,Balochistan,Quetta,Wheat flour
76,2010-05-15,KG,cereals and tubers,28.0,PKR,Pakistan,Balochistan,Quetta,Wheat flour
77,2010-06-15,KG,cereals and tubers,26.5,PKR,Pakistan,Balochistan,Quetta,Wheat flour
78,2010-07-15,KG,cereals and tubers,26.5,PKR,Pakistan,Balochistan,Quetta,Wheat flour
79,2010-08-15,KG,cereals and tubers,26.88,PKR,Pakistan,Balochistan,Quetta,Wheat flour
80,2010-09-15,KG,cereals and tubers,28.0,PKR,Pakistan,Balochistan,Quetta,Wheat flour
81,2010-10-15,KG,cereals and tubers,29.88,PKR,Pakistan,Balochistan,Quetta,Wheat flour
82,2010-11-15,KG,cereals and tubers,30.25,PKR,Pakistan,Balochistan,Quetta,Wheat flour
83,2010-12-15,KG,cereals and tubers,30.5,PKR,Pakistan,Balochistan,Quetta,Wheat flour
84,2011-01-15,KG,cereals and tubers,30.5,PKR,Pakistan,Balochistan,Quetta,Wheat flour
85,2011-02-15,KG,cereals and tubers,30.88,PKR,Pakistan,Balochistan,Quetta,Wheat flour
86,2011-03-15,KG,cereals and tubers,31.0,PKR,Pakistan,Balochistan,Quetta,Wheat flour
87,2011-04-15,KG,cereals and tubers,31.0,PKR,Pakistan,Balochistan,Quetta,Wheat flour
88,2011-05-15,KG,cereals and tubers,30.25,PKR,Pakistan,Balochistan,Quetta,Wheat flour
89,2011-06-15,KG,cereals and tubers,30.0,PKR,Pakistan,Balochistan,Quetta,Wheat flour
90,2011-07-15,KG,cereals and tubers,30.38,PKR,Pakistan,Balochistan,Quetta,Wheat flour
91,2011-08-15,KG,cereals and tubers,30.0,PKR,Pakistan,Balochistan,Quetta,Wheat flour
92,2011-09-15,KG,cereals and tubers,30.0,PKR,Pakistan,Balochistan,Quetta,Wheat flour
93,2011-10-15,KG,cereals and tubers,30.0,PKR,Pakistan,Balochistan,Quetta,Wheat flour
94,2011-11-15,KG,cereals and tubers,30.0,PKR,Pakistan,Balochistan,Quetta,Wheat flour
95,2011-12-15,KG,cereals and tubers,31.5,PKR,Pakistan,Balochistan,Quetta,Wheat flour
96,2012-01-15,KG,cereals and tubers,32.5,PKR,Pakistan,Balochistan,Quetta,Wheat flour
97,2012-02-15,KG,cereals and tubers,32.5,PKR,Pakistan,Balochistan,Quetta,Wheat flour
98,2012-03-15,KG,cereals and tubers,32.7,PKR,Pakistan,Balochistan,Quetta,Wheat flour
99,2012-04-15,KG,cereals and tubers,33.0,PKR,Pakistan,Balochistan,Quetta,Wheat flour
100,2012-05-15,KG,cereals and tubers,33.0,PKR,Pakistan,Balochistan,Quetta,Wheat flour
101,2012-06-15,KG,cereals and tubers,33.0,PKR,Pakistan,Balochistan,Quetta,Wheat flour
102,2012-07-15,KG,cereals and tubers,33.0,PKR,Pakistan,Balochistan,Quetta,Wheat flour
103,2012-08-15,KG,cereals and tubers,33.0,PKR,Pakistan,Balochistan,Quetta,Wheat flour
104,2012-09-15,KG,cereals and tubers,34.0,PKR,Pakistan,Balochistan,Quetta,Wheat flour
105,2012-10-15,KG,cereals and tubers,34.0,PKR,Pakistan,Balochistan,Quetta,Wheat flour
106,2012-11-15,KG,cereals and tubers,34.0,PKR,Pakistan,Balochistan,Quetta,Wheat flour
107,2012-12-15,KG,cereals and tubers,34.0,PKR,Pakistan,Balochistan,Quetta,Wheat flour
108,2013-01-15,KG,cereals and tubers,35.2,PKR,Pakistan,Balochistan,Quetta,Wheat flour
109,2013-02-15,KG,cereals and tubers,35.5,PKR,Pakistan,Balochistan,Quetta,Wheat flour
110,2013-03-15,KG,cereals and tubers,35.5,PKR,Pakistan,Balochistan,Quetta,Wheat flour
111,2013-04-15,KG,cereals and tubers,35.5,PKR,Pakistan,Balochistan,Quetta,Wheat flour
112,2013-05-15,KG,cereals and tubers,35.5,PKR,Pakistan,Balochistan,Quetta,Wheat flour
113,2013-06-15,KG,cereals and tubers,37.75,PKR,Pakistan,Balochistan,Quetta,Wheat flour
114,2013-07-15,KG,cereals and tubers,40.0,PKR,Pakistan,Balochistan,Quetta,Wheat flour
115,2013-08-15,KG,cereals and tubers,40.0,PKR,Pakistan,Balochistan,Quetta,Wheat flour
116,2013-09-15,KG,cereals and tubers,40.25,PKR,Pakistan,Balochistan,Quetta,Wheat flour
117,2013-10-15,KG,cereals and tubers,40.5,PKR,Pakistan,Balochistan,Quetta,Wheat flour
118,2013-11-15,KG,cereals and tubers,43.12,PKR,Pakistan,Balochistan,Quetta,Wheat flour
119,2013-12-15,KG,cereals and tubers,47.0,PKR,Pakistan,Balochistan,Quetta,Wheat flour
120,2014-01-15,KG,cereals and tubers,47.0,PKR,Pakistan,Balochistan,Quetta,Wheat flour
121,2014-02-15,KG,cereals and tubers,47.0,PKR,Pakistan,Balochistan,Quetta,Wheat flour
122,2014-03-15,KG,cereals and tubers,47.25,PKR,Pakistan,Balochistan,Quetta,Wheat flour
123,2014-04-15,KG,cereals and tubers,47.5,PKR,Pakistan,Balochistan,Quetta,Wheat flour
124,2014-05-15,KG,cereals and tubers,44.5,PKR,Pakistan,Balochistan,Quetta,Wheat flour
125,2014-06-15,KG,cereals and tubers,41.0,PKR,Pakistan,Balochistan,Quetta,Wheat flour
126,2014-07-15,KG,cereals and tubers,41.0,PKR,Pakistan,Balochistan,Quetta,Wheat flour
127,2014-08-15,KG,cereals and tubers,41.0,PKR,Pakistan,Balochistan,Quetta,Wheat flour
128,2014-09-15,KG,cereals and tubers,41.0,PKR,Pakistan,Balochistan,Quetta,Wheat flour
129,2014-10-15,KG,cereals and tubers,41.0,PKR,Pakistan,Balochistan,Quetta,Wheat flour
130,2014-11-15,KG,cereals and tubers,41.0,PKR,Pakistan,Balochistan,Quetta,Wheat flour
131,2014-12-15,KG,cereals and tubers,41.0,PKR,Pakistan,Balochistan,Quetta,Wheat flour
132,2015-01-15,KG,cereals and tubers,41.0,PKR,Pakistan,Balochistan,Quetta,Wheat flour
133,2015-02-15,KG,cereals and tubers,41.0,PKR,Pakistan,Balochistan,Quetta,Wheat flour
134,2015-03-15,KG,cereals and tubers,41.0,PKR,Pakistan,Balochistan,Quetta,Wheat flour
135,2015-04-15,KG,cereals and tubers,41.0,PKR,Pakistan,Balochistan,Quetta,Wheat flour
136,2015-05-15,KG,cereals and tubers,41.0,PKR,Pakistan,Balochistan,Quetta,Wheat flour
137,2015-06-15,KG,cereals and tubers,39.0,PKR,Pakistan,Balochistan,Quetta,Wheat flour
138,2015-07-15,KG,cereals and tubers,38.0,PKR,Pakistan,Balochistan,Quetta,Wheat flour
139,2015-08-15,KG,cereals and tubers,38.0,PKR,Pakistan,Balochistan,Quetta,Wheat flour
140,2015-09-15,KG,cereals and tubers,38.0,PKR,Pakistan,Balochistan,Quetta,Wheat flour
141,2015-10-15,KG,cereals and tubers,38.2,PKR,Pakistan,Balochistan,Quetta,Wheat flour
142,2015-11-15,KG,cereals and tubers,39.0,PKR,Pakistan,Balochistan,Quetta,Wheat flour
143,2015-12-15,KG,cereals and tubers,39.8,PKR,Pakistan,Balochistan,Quetta,Wheat flour
144,2016-01-15,KG,cereals and tubers,40.5,PKR,Pakistan,Balochistan,Quetta,Wheat flour
145,2016-02-15,KG,cereals and tubers,40.0,PKR,Pakistan,Balochistan,Quetta,Wheat flour
146,2016-03-15,KG,cereals and tubers,40.0,PKR,Pakistan,Balochistan,Quetta,Wheat flour
147,2016-04-15,KG,cereals and tubers,40.0,PKR,Pakistan,Balochistan,Quetta,Wheat flour
148,2016-05-15,KG,cereals and tubers,40.0,PKR,Pakistan,Balochistan,Quetta,Wheat flour
149,2016-06-15,KG,cereals and tubers,40.0,PKR,Pakistan,Balochistan,Quetta,Wheat flour
150,2016-07-15,KG,cereals and tubers,40.0,PKR,Pakistan,Balochistan,Quetta,Wheat flour
151,2016-08-15,KG,cereals and tubers,40.0,PKR,Pakistan,Balochistan,Quetta,Wheat flour
152,2016-09-15,KG,cereals and tubers,40.0,PKR,Pakistan,Balochistan,Quetta,Wheat flour
153,2016-10-15,KG,cereals and tubers,40.0,PKR,Pakistan,Balochistan,Quetta,Wheat flour
154,2016-11-15,KG,cereals and tubers,40.0,PKR,Pakistan,Balochistan,Quetta,Wheat flour
155,2016-12-15,KG,cereals and tubers,40.0,PKR,Pakistan,Balochistan,Quetta,Wheat flour
156,2017-01-15,KG,cereals and tubers,40.0,PKR,Pakistan,Balochistan,Quetta,Wheat flour
157,2017-02-15,KG,cereals and tubers,40.0,PKR,Pakistan,Balochistan,Quetta,Wheat flour
158,2017-03-15,KG,cereals and tubers,40.0,PKR,Pakistan,Balochistan,Quetta,Wheat flour
159,2017-04-15,KG,cereals and tubers,40.0,PKR,Pakistan,Balochistan,Quetta,Wheat flour
160,2017-05-15,KG,cereals and tubers,40.0,PKR,Pakistan,Balochistan,Quetta,Wheat flour
161,2017-06-15,KG,cereals and tubers,40.0,PKR,Pakistan,Balochistan,Quetta,Wheat flour
162,2017-07-15,KG,cereals and tubers,40.0,PKR,Pakistan,Balochistan,Quetta,Wheat flour
163,2017-08-15,KG,cereals and tubers,40.0,PKR,Pakistan,Balochistan,Quetta,Wheat flour
164,2017-09-15,KG,cereals and tubers,40.0,PKR,Pakistan,Balochistan,Quetta,Wheat flour
165,2017-10-15,KG,cereals and tubers,40.0,PKR,Pakistan,Balochistan,Quetta,Wheat flour
166,2017-11-15,KG,cereals and tubers,40.0,PKR,Pakistan,Balochistan,Quetta,Wheat flour
167,2017-12-15,KG,cereals and tubers,40.0,PKR,Pakistan,Balochistan,Quetta,Wheat flour
168,2018-01-15,KG,cereals and tubers,40.0,PKR,Pakistan,Balochistan,Quetta,Wheat flour
169,2018-02-15,KG,cereals and tubers,40.0,PKR,Pakistan,Balochistan,Quetta,Wheat flour
170,2018-03-15,KG,cereals and tubers,40.0,PKR,Pakistan,Balochistan,Quetta,Wheat flour
171,2018-04-15,KG,cereals and tubers,40.0,PKR,Pakistan,Balochistan,Quetta,Wheat flour
172,2018-05-15,KG,cereals and tubers,40.0,PKR,Pakistan,Balochistan,Quetta,Wheat flour
173,2018-06-15,KG,cereals and tubers,40.0,PKR,Pakistan,Balochistan,Quetta,Wheat flour
174,2018-07-15,KG,cereals and tubers,40.0,PKR,Pakistan,Balochistan,Quetta,Wheat flour
175,2018-08-15,KG,cereals and tubers,40.0,PKR,Pakistan,Balochistan,Quetta,Wheat flour
176,2018-09-15,KG,cereals and tubers,40.5,PKR,Pakistan,Balochistan,Quetta,Wheat flour
177,2018-10-15,KG,cereals and tubers,41.0,PKR,Pakistan,Balochistan,Quetta,Wheat flour
178,2018-11-15,KG,cereals and tubers,41.0,PKR,Pakistan,Balochistan,Quetta,Wheat flour
179,2018-12-15,KG,cereals and tubers,41.0,PKR,Pakistan,Balochistan,Quetta,Wheat flour
180,2019-01-15,KG,cereals and tubers,41.0,PKR,Pakistan,Balochistan,Quetta,Wheat flour
181,2019-02-15,KG,cereals and tubers,41.5,PKR,Pakistan,Balochistan,Quetta,Wheat flour
182,2019-03-15,KG,cereals and tubers,42.0,PKR,Pakistan,Balochistan,Quetta,Wheat flour
183,2019-04-15,KG,cereals and tubers,42.0,PKR,Pakistan,Balochistan,Quetta,Wheat flour
184,2019-05-15,KG,cereals and tubers,40.8,PKR,Pakistan,Balochistan,Quetta,Wheat flour
185,2019-06-15,KG,cereals and tubers,42.38,PKR,Pakistan,Balochistan,Quetta,Wheat flour
186,2019-07-15,KG,cereals and tubers,43.0,PKR,Pakistan,Balochistan,Quetta,Wheat flour
187,2019-08-15,KG,cereals and tubers,43.0,PKR,Pakistan,Balochistan,Quetta,Wheat flour
188,2019-09-15,KG,cereals and tubers,45.25,PKR,Pakistan,Balochistan,Quetta,Wheat flour
189,2019-10-15,KG,cereals and tubers,46.8,PKR,Pakistan,Balochistan,Quetta,Wheat flour
190,2006-01-15,KG,cereals and tubers,15.5,PKR,Pakistan,Balochistan,Quetta,Rice (coarse)
191,2006-02-15,KG,cereals and tubers,15.5,PKR,Pakistan,Balochistan,Quetta,Rice (coarse)
192,2006-03-15,KG,cereals and tubers,22.4,PKR,Pakistan,Balochistan,Quetta,Rice (coarse)
193,2006-04-15,KG,cereals and tubers,15.5,PKR,Pakistan,Balochistan,Quetta,Rice (coarse)
194,2006-05-15,KG,cereals and tubers,15.5,PKR,Pakistan,Balochistan,Quetta,Rice (coarse)
195,2006-06-15,KG,cereals and tubers,15.8,PKR,Pakistan,Balochistan,Quetta,Rice (coarse)
196,2006-07-15,KG,cereals and tubers,15.5,PKR,Pakistan,Balochistan,Quetta,Rice (coarse)
197,2006-08-15,KG,cereals and tubers,15.5,PKR,Pakistan,Balochistan,Quetta,Rice (coarse)
198,2006-09-15,KG,cereals and tubers,15.5,PKR,Pakistan,Balochistan,Quetta,Rice (coarse)
199,2006-10-15,KG,cereals and tubers,15.5,PKR,Pakistan,Balochistan,Quetta,Rice (coarse)
200,2006-11-15,KG,cereals and tubers,15.5,PKR,Pakistan,Balochistan,Quetta,Rice (coarse)
201,2006-12-15,KG,cereals and tubers,15.5,PKR,Pakistan,Balochistan,Quetta,Rice (coarse)
202,2007-01-15,KG,cereals and tubers,15.5,PKR,Pakistan,Balochistan,Quetta,Rice (coarse)
203,2007-02-15,KG,cereals and tubers,16.0,PKR,Pakistan,Balochistan,Quetta,Rice (coarse)
204,2007-03-15,KG,cereals and tubers,20.0,PKR,Pakistan,Balochistan,Quetta,Rice (coarse)
205,2007-04-15,KG,cereals and tubers,20.0,PKR,Pakistan,Balochistan,Quetta,Rice (coarse)
206,2007-05-15,KG,cereals and tubers,21.0,PKR,Pakistan,Balochistan,Quetta,Rice (coarse)
207,2007-06-15,KG,cereals and tubers,23.0,PKR,Pakistan,Balochistan,Quetta,Rice (coarse)
208,2007-07-15,KG,cereals and tubers,23.0,PKR,Pakistan,Balochistan,Quetta,Rice (coarse)
209,2007-08-15,KG,cereals and tubers,20.0,PKR,Pakistan,Balochistan,Quetta,Rice (coarse)
210,2007-09-15,KG,cereals and tubers,21.5,PKR,Pakistan,Balochistan,Quetta,Rice (coarse)
211,2007-10-15,KG,cereals and tubers,23.0,PKR,Pakistan,Balochistan,Quetta,Rice (coarse)
212,2007-11-15,KG,cereals and tubers,23.0,PKR,Pakistan,Balochistan,Quetta,Rice (coarse)
213,2007-12-15,KG,cereals and tubers,23.0,PKR,Pakistan,Balochistan,Quetta,Rice (coarse)
214,2008-01-15,KG,cereals and tubers,23.0,PKR,Pakistan,Balochistan,Quetta,Rice (coarse)
215,2008-02-15,KG,cereals and tubers,23.0,PKR,Pakistan,Balochistan,Quetta,Rice (coarse)
216,2008-03-15,KG,cereals and tubers,23.0,PKR,Pakistan,Balochistan,Quetta,Rice (coarse)
217,2008-04-15,KG,cereals and tubers,42.0,PKR,Pakistan,Balochistan,Quetta,Rice (coarse)
218,2008-05-15,KG,cereals and tubers,45.0,PKR,Pakistan,Balochistan,Quetta,Rice (coarse)
219,2008-06-15,KG,cereals and tubers,44.5,PKR,Pakistan,Balochistan,Quetta,Rice (coarse)
220,2008-07-15,KG,cereals and tubers,44.5,PKR,Pakistan,Balochistan,Quetta,Rice (coarse)
221,2008-08-15,KG,cereals and tubers,44.5,PKR,Pakistan,Balochistan,Quetta,Rice (coarse)
222,2008-09-15,KG,cereals and tubers,44.5,PKR,Pakistan,Balochistan,Quetta,Rice (coarse)
223,2008-10-15,KG,cereals and tubers,41.1,PKR,Pakistan,Balochistan,Quetta,Rice (coarse)
224,2008-11-15,KG,cereals and tubers,37.4,PKR,Pakistan,Balochistan,Quetta,Rice (coarse)
225,2008-12-15,KG,cereals and tubers,36.81,PKR,Pakistan,Balochistan,Quetta,Rice (coarse)
226,2009-01-15,KG,cereals and tubers,35.5,PKR,Pakistan,Balochistan,Quetta,Rice (coarse)
227,2009-02-15,KG,cereals and tubers,34.88,PKR,Pakistan,Balochistan,Quetta,Rice (coarse)
228,2009-03-15,KG,cereals and tubers,34.44,PKR,Pakistan,Balochistan,Quetta,Rice (coarse)
229,2009-04-15,KG,cereals and tubers,34.25,PKR,Pakistan,Balochistan,Quetta,Rice (coarse)
230,2009-05-15,KG,cereals and tubers,34.25,PKR,Pakistan,Balochistan,Quetta,Rice (coarse)
231,2009-06-15,KG,cereals and tubers,35.0,PKR,Pakistan,Balochistan,Quetta,Rice (coarse)
232,2009-07-15,KG,cereals and tubers,35.0,PKR,Pakistan,Balochistan,Quetta,Rice (coarse)
233,2009-08-15,KG,cereals and tubers,36.25,PKR,Pakistan,Balochistan,Quetta,Rice (coarse)
234,2009-09-15,KG,cereals and tubers,36.0,PKR,Pakistan,Balochistan,Quetta,Rice (coarse)
235,2009-10-15,KG,cereals and tubers,36.0,PKR,Pakistan,Balochistan,Quetta,Rice (coarse)
236,2009-11-15,KG,cereals and tubers,36.0,PKR,Pakistan,Balochistan,Quetta,Rice (coarse)
237,2009-12-15,KG,cereals and tubers,34.8,PKR,Pakistan,Balochistan,Quetta,Rice (coarse)
238,2010-01-15,KG,cereals and tubers,34.0,PKR,Pakistan,Balochistan,Quetta,Rice (coarse)
239,2010-02-15,KG,cereals and tubers,34.0,PKR,Pakistan,Balochistan,Quetta,Rice (coarse)
240,2010-03-15,KG,cereals and tubers,34.0,PKR,Pakistan,Balochistan,Quetta,Rice (coarse)
241,2010-04-15,KG,cereals and tubers,34.0,PKR,Pakistan,Balochistan,Quetta,Rice (coarse)
242,2010-05-15,KG,cereals and tubers,34.0,PKR,Pakistan,Balochistan,Quetta,Rice (coarse)
243,2010-06-15,KG,cereals and tubers,34.0,PKR,Pakistan,Balochistan,Quetta,Rice (coarse)
244,2010-07-15,KG,cereals and tubers,34.0,PKR,Pakistan,Balochistan,Quetta,Rice (coarse)
245,2010-08-15,KG,cereals and tubers,34.0,PKR,Pakistan,Balochistan,Quetta,Rice (coarse)
246,2010-09-15,KG,cereals and tubers,34.2,PKR,Pakistan,Balochistan,Quetta,Rice (coarse)
247,2010-10-15,KG,cereals and tubers,35.0,PKR,Pakistan,Balochistan,Quetta,Rice (coarse)
248,2010-11-15,KG,cereals and tubers,36.5,PKR,Pakistan,Balochistan,Quetta,Rice (coarse)
249,2010-12-15,KG,cereals and tubers,38.0,PKR,Pakistan,Balochistan,Quetta,Rice (coarse)
250,2011-01-15,KG,cereals and tubers,38.0,PKR,Pakistan,Balochistan,Quetta,Rice (coarse)
251,2011-02-15,KG,cereals and tubers,38.0,PKR,Pakistan,Balochistan,Quetta,Rice (coarse)
252,2011-03-15,KG,cereals and tubers,38.0,PKR,Pakistan,Balochistan,Quetta,Rice (coarse)
253,2011-04-15,KG,cereals and tubers,38.0,PKR,Pakistan,Balochistan,Quetta,Rice (coarse)
254,2011-05-15,KG,cereals and tubers,38.0,PKR,Pakistan,Balochistan,Quetta,Rice (coarse)
255,2011-06-15,KG,cereals and tubers,38.0,PKR,Pakistan,Balochistan,Quetta,Rice (coarse)
256,2011-07-15,KG,cereals and tubers,38.0,PKR,Pakistan,Balochistan,Quetta,Rice (coarse)
257,2011-08-15,KG,cereals and tubers,38.0,PKR,Pakistan,Balochistan,Quetta,Rice (coarse)
258,2011-09-15,KG,cereals and tubers,38.0,PKR,Pakistan,Balochistan,Quetta,Rice (coarse)
259,2011-10-15,KG,cereals and tubers,39.0,PKR,Pakistan,Balochistan,Quetta,Rice (coarse)
260,2011-11-15,KG,cereals and tubers,40.0,PKR,Pakistan,Balochistan,Quetta,Rice (coarse)
261,2011-12-15,KG,cereals and tubers,40.0,PKR,Pakistan,Balochistan,Quetta,Rice (coarse)
262,2012-01-15,KG,cereals and tubers,40.0,PKR,Pakistan,Balochistan,Quetta,Rice (coarse)
263,2012-02-15,KG,cereals and tubers,40.0,PKR,Pakistan,Balochistan,Quetta,Rice (coarse)
264,2012-03-15,KG,cereals and tubers,40.6,PKR,Pakistan,Balochistan,Quetta,Rice (coarse)
